Date,FERU (%)
2001-01-01,3.849648674467743
2001-02-01,3.928529835965086
2001-03-01,3.8872604960182375
2001-04-01,3.80629479013109
2001-05-01,3.7401556134018508
2001-06-01,3.7364505294343027
2001-07-01,3.7298146255096714
2001-08-01,3.9055650713398893
2001-09-01,3.7231419395230554
2001-10-01,3.884229275218308
2001-11-01,3.776173913675632
2001-12-01,3.869140834697038
2002-01-01,3.812124432535586
2002-02-01,3.8108206027028566
2002-03-01,3.6970856245779196
2002-04-01,3.8508294725690866
2002-05-01,3.7252792491148727
2002-06-01,3.7197670745779514
2002-07-01,3.6949446074625287
2002-08-01,3.646450066583111
2002-09-01,3.7010188781511095
2002-10-01,3.6036068999921222
2002-11-01,3.753671183735186
2002-12-01,3.7983249275328195
2003-01-01,3.560536995887553
2003-02-01,3.727308719221938
2003-03-01,3.606299136652739
2003-04-01,3.5737609719103403
2003-05-01,3.601506206048628
2003-06-01,3.754009228502236
2003-07-01,3.773055456686135
2003-08-01,3.516444981195779
2003-09-01,3.6406217689333804
2003-10-01,3.541024144228522
2003-11-01,3.621685908578891
2003-12-01,3.5834215455691334
2004-01-01,3.64035884879062
2004-02-01,3.6044698646786366
2004-03-01,3.7268156468402944
2004-04-01,3.654404677167357
2004-05-01,3.651157418332268
2004-06-01,3.75997701203962
2004-07-01,3.5279839577847905
2004-08-01,3.7409621566917255
2004-09-01,3.5939804940986004
2004-10-01,3.755165779630855
2004-11-01,3.774573699493626
2004-12-01,3.5448767867173756
2005-01-01,3.804215586906354
2005-02-01,3.7135832658854873
2005-03-01,3.732504437534691
2005-04-01,3.7401528032516733
2005-05-01,3.779263857957861
2005-06-01,3.581502608155623
2005-07-01,3.6704406352342804
2005-08-01,3.7328950763566673
2005-09-01,3.7299819881978777
2005-10-01,3.7967836406667517
2005-11-01,3.7492948372764836
2005-12-01,3.7063805184965264
2006-01-01,3.6613248715776927
2006-02-01,3.730939482471006
2006-03-01,3.667122373512378
2006-04-01,3.847049824131828
2006-05-01,3.8275433101343332
2006-06-01,3.6931723822316376
2006-07-01,3.8009298443449433
2006-08-01,3.6791914303028896
2006-09-01,3.7444138130331135
2006-10-01,3.7128011406460857
2006-11-01,3.685472346909406
2006-12-01,3.669445177198808
2007-01-01,3.7440269927918113
2007-02-01,3.7546521795463814
2007-03-01,3.6745684874146987
2007-04-01,3.82462597843732
2007-05-01,3.689371660893584
2007-06-01,3.725134202337319
2007-07-01,3.8508039966350935
2007-08-01,3.7318454821363773
2007-09-01,3.7214252497895064
2007-10-01,3.78781333515116
2007-11-01,3.7660479122545976
2007-12-01,3.8720319842785433
2008-01-01,3.8361053825398304
2008-02-01,3.8318775639798894
2008-03-01,3.7589699543949515
2008-04-01,3.694077154729128
2008-05-01,3.771878979276404
2008-06-01,3.8862323529082623
2008-07-01,3.787511245074847
2008-08-01,3.846564837492327
2008-09-01,3.820929131882926
2008-10-01,3.6785750233625842
2008-11-01,3.8576746294333026
2008-12-01,3.904581899244018
2009-01-01,3.993966903762478
2009-02-01,3.8454097295309246
2009-03-01,4.023131209347678
2009-04-01,3.83461212044164
2009-05-01,3.727675776579832
2009-06-01,3.9574162726693936
2009-07-01,3.912799728028245
2009-08-01,3.7264700695938724
2009-09-01,3.850929446234892
2009-10-01,4.017993414134235
2009-11-01,3.9324602103065334
2009-12-01,4.014983292114883
2010-01-01,4.049905872151127
2010-02-01,4.260377628320075
2010-03-01,4.135132780983747
2010-04-01,4.143957683666172
2010-05-01,4.440514733708178
2010-06-01,4.281028591726911
2010-07-01,4.148315248546682
2010-08-01,4.360560351205577
2010-09-01,4.294394007188701
2010-10-01,4.236195151232688
2010-11-01,4.531887526235686
2010-12-01,4.417568293260486
2011-01-01,4.271171198122275
2011-02-01,4.274806163011302
2011-03-01,4.340309739152021
2011-04-01,4.393811455753267
2011-05-01,4.378208949948192
2011-06-01,4.344568297513262
2011-07-01,4.4985486641103
2011-08-01,4.601647961122369
2011-09-01,4.421023982575173
2011-10-01,4.652258708072421
2011-11-01,4.501644759891557
2011-12-01,4.4365229340877095
2012-01-01,4.497960966579482
2012-02-01,4.575613734053671
2012-03-01,4.381374569155415
2012-04-01,4.58995681468832
2012-05-01,4.474579133029066
2012-06-01,4.498663635523357
2012-07-01,4.540525992069965
2012-08-01,4.4099006252651956
2012-09-01,4.378117617417321
2012-10-01,4.410314357253372
2012-11-01,4.333730005135061
2012-12-01,4.437449364956288
2013-01-01,4.517327629238137
2013-02-01,4.408472077865042
2013-03-01,4.413569871050076
2013-04-01,4.455397968807592
2013-05-01,4.383128024403656
2013-06-01,4.480994528937199
2013-07-01,4.40786220036041
2013-08-01,4.254095763061728
2013-09-01,4.358184766520834
2013-10-01,4.3834892553164915
2013-11-01,4.346461991575372
2013-12-01,4.218467649473378
2014-01-01,4.173756593402264
2014-02-01,4.203233494943047
2014-03-01,4.318032172055099
2014-04-01,4.19951922824557
2014-05-01,4.309634164988527
2014-06-01,4.3037501099675595
2014-07-01,4.434802394097125
2014-08-01,4.368359188331049
2014-09-01,4.5107914194628025
2014-10-01,4.249261611718618
2014-11-01,4.313102522724564
2014-12-01,4.156165888052548
2015-01-01,4.299369467515072
2015-02-01,4.327563355209897
2015-03-01,4.355280670062912
2015-04-01,4.249485247638998
2015-05-01,4.460652737334205
2015-06-01,4.312522797013971
2015-07-01,4.170007511431338
2015-08-01,4.426347348484304
2015-09-01,4.194884038750963
2015-10-01,4.195300819916247
2015-11-01,4.315859030688631
2015-12-01,4.251033925158093
2016-01-01,4.2183546494479165
2016-02-01,4.289419698683859
2016-03-01,4.257806753642988
2016-04-01,4.418437909626054
2016-05-01,4.196691330229556
2016-06-01,4.207526670511661
2016-07-01,4.160830255099544
2016-08-01,4.269410641426925
2016-09-01,4.207091443134742
2016-10-01,4.2418165181852086
2016-11-01,4.074060408901606
2016-12-01,4.196780405721908
2017-01-01,4.181033675819436
2017-02-01,4.027299008711508
2017-03-01,4.041857585953715
2017-04-01,4.0027872145716055
2017-05-01,4.079329642043257
2017-06-01,3.9501863914837796
2017-07-01,4.108118655335776
2017-08-01,4.138976550757136
2017-09-01,4.070147594494907
2017-10-01,4.059177433488196
2017-11-01,4.102939363430872
2017-12-01,4.017176623240342
2018-01-01,3.9847643262696675
2018-02-01,4.080264128305972
2018-03-01,4.02748360941475
2018-04-01,4.10213992891864
2018-05-01,4.033182551294186
2018-06-01,4.146159460762414
2018-07-01,4.122508760062128
2018-08-01,4.115391690135068
2018-09-01,4.081885754968645
2018-10-01,4.172470627983096
2018-11-01,4.10419689408864
2018-12-01,4.267913606752552
2019-01-01,4.273097385249072
2019-02-01,4.1624235052966805
2019-03-01,4.0636935464175075
2019-04-01,4.062028273056058
2019-05-01,4.0348799352996085
2019-06-01,4.0270949569967724
2019-07-01,4.036459565170738
2019-08-01,3.950744857934489
2019-09-01,3.9161697249864966
2019-10-01,3.933452566084595
2019-11-01,3.9757922782479014
2019-12-01,3.8551818530057083
2020-01-01,3.814573555074584
2020-02-01,3.8925156896797786
2020-03-01,4.358407617590076
2020-04-01,7.4642773061963075
2020-05-01,6.210142831268452
2020-06-01,6.22088387211096
2020-07-01,6.251757474512536
2020-08-01,5.833956159516302
2020-09-01,5.608810327329451
2020-10-01,5.273548176107101
2020-11-01,5.308070890698841
2020-12-01,5.331661464730718
2021-01-01,5.207441856974166
2021-02-01,5.300005767601073
2021-03-01,5.424861623744172
2021-04-01,5.652619302776802
2021-05-01,5.788264265433823
2021-06-01,6.011514341382017
2021-07-01,5.869759318973718
2021-08-01,5.91756252857545
2021-09-01,5.655480784149965
2021-10-01,5.497501675451389
2021-11-01,5.384370934354205
2021-12-01,5.197577778951321
2022-01-01,5.278516303925554
2022-02-01,5.140679398285558
2022-03-01,5.1059159257752365
2022-04-01,5.2054477917379
2022-05-01,5.127585788388146
2022-06-01,5.0488977698527595
2022-07-01,4.9117345636467915
2022-08-01,5.030410851027296
2022-09-01,4.640704443721545
2022-10-01,4.87183314341495
2022-11-01,4.792109390132324
2022-12-01,4.749021094594648
2023-01-01,4.77379284068032
2023-02-01,4.739249333934785
2023-03-01,4.556043149513932
2023-04-01,4.4499392837673675
2023-05-01,4.671699367121007
2023-06-01,4.470948673686803
2023-07-01,4.413635913985876
2023-08-01,4.3804539436093695
2023-09-01,4.551055999424768
2023-10-01,4.61886866162648
2023-11-01,4.34055974469
2023-12-01,4.4236156384335175
2024-01-01,4.351830013008198
2024-02-01,4.4226769600405875
2024-03-01,4.417652942261577
2024-04-01,4.314525676606954
2024-05-01,4.234453799380232
